Task_ID,Task_Name,Priority,Deadline,Estimated_Time,Task_Type,Dependency,Employee_ID,Completion_Status,Urgency_Score,Days_Left,Normalized_Urgency,Dependency_Count,Status
2587,Review - Research Paper,2,24-09-2025,4,Review,"2520,936,834",462,Complete,10,135,1.0,3,Complete
4654,Analysis - Code Refactoring,1,11-01-2026,7,Analysis,"848,2603,2470",470,Complete,1,244,0.1,3,Complete
2707,Review - Research Paper,3,29-09-2025,5,Review,"47,294",278,Incomplete,7,140,0.7,0,Pending
3019,Review - Documentation,3,11-06-2025,1,Review,,530,Incomplete,3,30,0.3,0,Pending
551,Meeting - Sprint Planning,3,21-06-2025,8,Meeting,"480,288,14",475,Complete,9,40,0.9,3,Complete
2098,Meeting - Retrospective,1,08-01-2026,7,Meeting,,304,Incomplete,1,241,0.1,2,Pending
2733,Analysis - API Optimization,3,12-02-2026,2,Analysis,"1287,1259",371,Incomplete,5,276,0.5,2,Pending
1678,Analysis - API Optimization,1,20-11-2025,3,Analysis,"1390,875,1535",290,Incomplete,6,192,0.6,0,Pending
4079,Review - Research Paper,3,16-05-2025,7,Review,"2575,1772",374,Complete,4,4,0.4,3,Complete
4943,Analysis - Performance Tuning,1,12-07-2025,2,Analysis,303,200,Complete,7,61,0.7,2,Complete
680,Review - Documentation,1,22-01-2026,1,Review,470,492,Incomplete,1,255,0.1,0,Pending
1147,Meeting - Client Call,1,15-05-2025,3,Meeting,1111,270,Incomplete,3,3,0.3,1,Pending
4522,Planning - Resource Allocation,2,21-04-2025,8,Planning,4521,128,Incomplete,1,21,0.1,0,Overdue
784,Planning - Roadmap,2,14-11-2025,6,Planning,542,581,Incomplete,5,186,0.5,2,Pending
2064,Meeting - Retrospective,3,24-04-2025,1,Meeting,"1594,447",112,Incomplete,7,18,0.7,2,Overdue
2918,Review - Experiment Design,2,15-01-2026,2,Review,"809,2484",402,Complete,7,248,0.7,1,Complete
1275,Meeting - Retrospective,3,28-12-2025,2,Meeting,,495,Incomplete,8,230,0.8,2,Pending
4418,Review - Thesis Chapter,2,22-04-2025,8,Review,2093,481,Incomplete,8,20,0.8,3,Overdue
1291,Planning - Roadmap,1,26-12-2025,5,Planning,"774,855,1193",435,Incomplete,3,228,0.3,3,Pending
1271,Analysis - Code Refactoring,2,01-01-2026,1,Analysis,,413,Incomplete,3,234,0.3,3,Pending
2753,Meeting - Sprint Planning,2,30-03-2026,3,Meeting,"2215,987",481,Incomplete,8,322,0.8,0,Pending
2155,Planning - Progress Review,2,06-05-2025,8,Planning,,502,Incomplete,7,6,0.7,1,Overdue
55,Meeting - General Task,2,17-04-2025,1,Meeting,,155,Incomplete,6,0,0.6,1,Overdue
100,Planning - Team Meeting,2,24-04-2025,1,Planning,,200,Incomplete,1,0,0.1,1,Overdue
419,Analysis - Database Migration,2,19-01-2026,6,Analysis,,192,Incomplete,6,252,0.6,2,Pending
205,Review - Thesis Chapter,2,22-05-2025,2,Review,"122,35",145,Incomplete,5,10,0.5,0,Pending
4737,Analysis - Performance Tuning,2,18-08-2025,1,Analysis,4429,363,Incomplete,5,98,0.5,1,Pending
3768,Analysis - Code Refactoring,2,01-09-2025,6,Analysis,"2835,595",185,Incomplete,5,112,0.5,0,Pending
4312,Review - Documentation,1,08-03-2026,6,Review,"1144,984,3874",545,Incomplete,2,300,0.2,3,Pending
3756,Review - Research Paper,1,19-09-2025,7,Review,"836,2047",419,Incomplete,4,130,0.4,1,Pending
3478,Meeting - Client Call,1,06-05-2025,5,Meeting,"2349,530",548,Incomplete,7,6,0.7,2,Overdue
4688,Planning - Progress Review,3,21-05-2025,7,Planning,"2279,2219,3876",583,Incomplete,8,9,0.8,1,Pending
1600,Review - Experiment Design,1,17-05-2025,3,Review,,105,Complete,6,5,0.6,2,Complete
4454,Analysis - Database Migration,1,29-05-2025,5,Analysis,"2295,1412",427,Complete,5,17,0.5,3,Complete
342,Planning - Progress Review,1,20-10-2025,5,Planning,178,597,Complete,7,161,0.7,2,Complete
4160,Analysis - Code Refactoring,1,21-01-2026,6,Analysis,,543,Incomplete,3,254,0.3,0,Pending
2128,Meeting - Team Sync,3,13-05-2025,5,Meeting,"1072,200",214,Complete,10,1,1.0,0,Complete
1512,Meeting - Retrospective,2,20-10-2025,1,Meeting,,322,Incomplete,8,161,0.8,1,Pending
3582,Review - Experiment Design,3,19-03-2026,8,Review,,503,Complete,10,311,1.0,2,Complete
4711,Meeting - Sprint Planning,3,17-08-2025,2,Meeting,1309,343,Incomplete,6,97,0.6,3,Pending
646,Analysis - API Optimization,3,14-01-2026,8,Analysis,,489,Complete,2,247,0.2,2,Complete
3631,Planning - Resource Allocation,2,03-05-2025,4,Planning,"1449,1784",188,Incomplete,10,9,1.0,1,Overdue
3723,Review - Research Paper,1,17-08-2025,2,Review,108,359,Incomplete,2,97,0.2,1,Pending
1010,Meeting - Client Call,3,27-07-2025,6,Meeting,,281,Incomplete,2,76,0.2,2,Pending
607,Review - Research Paper,1,08-02-2026,2,Review,205,264,Complete,3,272,0.3,3,Complete
1813,Planning - Resource Allocation,2,24-06-2025,7,Planning,481,365,Incomplete,5,43,0.5,0,Pending
1005,Analysis - API Optimization,2,25-11-2025,4,Analysis,"790,868,600",253,Complete,8,197,0.8,1,Complete
11,Meeting - General Task,1,28-06-2025,2,Meeting,,111,Complete,2,75,0.2,1,Pending
174,Meeting - Sprint Planning,2,12-07-2025,7,Meeting,,185,Complete,1,61,0.1,1,Complete
3689,Review - Research Paper,3,03-03-2026,2,Review,,112,Incomplete,4,295,0.4,0,Pending
424,Meeting - Team Sync,2,23-10-2025,1,Meeting,211,239,Incomplete,6,164,0.6,1,Pending
4847,Review - Documentation,3,26-08-2025,6,Review,1283,116,Complete,5,106,0.5,3,Complete
4123,Review - Experiment Design,2,31-01-2026,7,Review,,545,Complete,3,264,0.3,3,Complete
726,Planning - Budget Report,3,22-01-2026,8,Planning,455,490,Complete,1,255,0.1,3,Complete
4876,Planning - Roadmap,2,13-05-2025,7,Planning,,308,Complete,7,1,0.7,3,Complete
4675,Analysis - Database Migration,1,12-07-2025,3,Analysis,"4534,1659,414",328,Incomplete,9,61,0.9,0,Pending
916,Meeting - Sprint Planning,3,26-07-2025,8,Meeting,"354,247,894",259,Complete,7,75,0.7,1,Complete
2896,Meeting - Team Sync,3,07-09-2025,7,Meeting,"1537,2845,1215",452,Incomplete,6,118,0.6,0,Pending
2411,Review - Research Paper,1,31-01-2026,3,Review,,574,Incomplete,3,264,0.3,2,Pending
3578,Review - Experiment Design,3,18-07-2025,5,Review,2197,391,Complete,7,67,0.7,1,Complete
4709,Review - Documentation,1,12-09-2025,4,Review,"2194,4205,1052",446,Complete,3,123,0.3,0,Complete
4996,Planning - Roadmap,3,08-02-2026,2,Planning,"2416,2245,4700",279,Incomplete,2,272,0.2,2,Pending
4844,Analysis - API Optimization,1,08-12-2025,7,Analysis,"1926,1575,399",376,Complete,5,210,0.5,0,Complete
2650,Planning - Resource Allocation,3,18-02-2026,6,Planning,"1148,881,213",178,Complete,8,282,0.8,2,Complete
953,Analysis - API Optimization,3,21-10-2025,7,Analysis,"633,750,285",584,Incomplete,2,162,0.2,2,Pending
1479,Meeting - Team Sync,1,01-04-2025,1,Meeting,"1221,689,1331",479,Incomplete,3,41,0.3,3,Overdue
3826,Review - Research Paper,2,02-06-2025,8,Review,3189,194,Incomplete,5,21,0.5,3,Pending
3297,Planning - Roadmap,3,04-12-2025,1,Planning,"936,688",462,Complete,10,206,1.0,0,Complete
1283,Analysis - API Optimization,3,23-10-2025,2,Analysis,"404,468,60",275,Complete,3,164,0.3,3,Complete
3232,Planning - Progress Review,1,19-09-2025,6,Planning,"2392,3188",178,Complete,2,130,0.2,1,Complete
1775,Meeting - Team Sync,1,25-03-2026,3,Meeting,"541,19",313,Incomplete,3,317,0.3,0,Pending
3053,Review - Thesis Chapter,2,23-03-2026,6,Review,"3017,1774",320,Incomplete,2,315,0.2,3,Pending
3022,Analysis - API Optimization,2,13-03-2026,8,Analysis,"9,2594,5",262,Incomplete,9,305,0.9,3,Pending
2460,Review - Thesis Chapter,3,18-05-2025,8,Review,"997,292,2452",501,Complete,10,6,1.0,3,Complete
3429,Analysis - Performance Tuning,1,24-02-2026,2,Analysis,,482,Incomplete,5,288,0.5,3,Pending
3660,Analysis - Performance Tuning,1,05-01-2026,7,Analysis,292,144,Complete,3,238,0.3,1,Complete
4046,Planning - Resource Allocation,2,24-01-2026,6,Planning,,453,Incomplete,5,257,0.5,1,Pending
2679,Meeting - Retrospective,1,14-04-2025,4,Meeting,"2181,2136",390,Incomplete,10,28,1.0,3,Overdue
1626,Review - Experiment Design,1,04-11-2025,6,Review,,461,Complete,7,176,0.7,3,Complete
1196,Analysis - Database Migration,3,18-03-2026,4,Analysis,970,130,Incomplete,5,310,0.5,0,Pending
913,Meeting - Client Call,3,19-11-2025,3,Meeting,868,406,Incomplete,1,191,0.1,1,Pending
3850,Review - Research Paper,2,05-08-2025,6,Review,"3135,1605",447,Incomplete,7,85,0.7,0,Pending
63,Meeting - General Task,3,17-04-2025,4,Meeting,,163,Incomplete,4,0,0.4,1,Overdue
746,Analysis - Database Migration,3,05-10-2025,1,Analysis,"312,419",364,Complete,5,146,0.5,1,Complete
2870,Review - Documentation,2,14-06-2025,3,Review,"625,2833,1263",538,Complete,1,33,0.1,3,Complete
3371,Analysis - Performance Tuning,2,10-11-2025,1,Analysis,2026,300,Incomplete,6,182,0.6,0,Pending
2226,Review - Research Paper,1,30-11-2025,4,Review,"2157,1271,1083",477,Incomplete,1,202,0.1,3,Pending
3225,Review - Documentation,3,09-11-2025,5,Review,"3060,1930,2611",405,Incomplete,10,181,1.0,1,Pending
4858,Analysis - Database Migration,3,17-07-2025,4,Analysis,"1944,1164",133,Incomplete,4,66,0.4,1,Pending
2754,Meeting - Sprint Planning,2,26-07-2025,7,Meeting,2199,496,Incomplete,7,75,0.7,1,Pending
3608,Meeting - Team Sync,1,01-04-2025,3,Meeting,3488,409,Incomplete,5,41,0.5,1,Overdue
1314,Planning - Progress Review,1,01-06-2025,6,Planning,"1004,572",209,Incomplete,9,20,0.9,2,Pending
588,Analysis - API Optimization,2,04-05-2025,7,Analysis,"2,239",170,Incomplete,10,8,1.0,1,Overdue
961,Meeting - Team Sync,1,03-08-2025,7,Meeting,434,298,Complete,6,83,0.6,0,Complete
3443,Analysis - API Optimization,3,18-10-2025,8,Analysis,,466,Incomplete,10,159,1.0,3,Pending
645,Meeting - Sprint Planning,1,27-01-2026,7,Meeting,"192,304,191",284,Complete,10,260,1.0,2,Complete
2469,Review - Thesis Chapter,1,16-04-2025,2,Review,"6,1537",572,Incomplete,4,26,0.4,0,Overdue
2223,Review - Documentation,3,28-08-2025,4,Review,,283,Incomplete,4,108,0.4,1,Pending
2496,Meeting - Retrospective,1,26-04-2025,2,Meeting,"123,371,820",312,Incomplete,8,16,0.8,2,Overdue
2207,Analysis - API Optimization,3,20-12-2025,1,Analysis,972,312,Incomplete,8,222,0.8,2,Pending
84,Planning - Budget Report,3,24-04-2025,5,Planning,,184,Incomplete,5,0,0.5,1,Overdue
3437,Review - Thesis Chapter,1,19-02-2026,1,Review,"2311,3070,3396",529,Complete,3,283,0.3,1,Complete
906,Meeting - Retrospective,1,24-06-2025,1,Meeting,,191,Incomplete,6,43,0.6,0,Pending
4036,Analysis - API Optimization,3,04-10-2025,2,Analysis,"3826,2615",507,Incomplete,9,145,0.9,2,Pending
2914,Meeting - Client Call,3,27-12-2025,3,Meeting,2706,589,Incomplete,1,229,0.1,2,Pending
1773,Review - Documentation,2,06-02-2026,3,Review,973,576,Complete,4,270,0.4,2,Complete
777,Meeting - Sprint Planning,1,16-11-2025,2,Meeting,"442,329",109,Incomplete,1,188,0.1,3,Pending
390,Review - Documentation,2,03-07-2025,2,Review,198,562,Complete,1,52,0.1,0,Complete
1774,Review - Experiment Design,1,06-12-2025,1,Review,,261,Incomplete,8,208,0.8,3,Pending
1950,Planning - Roadmap,2,17-10-2025,7,Planning,"1519,1096",227,Incomplete,5,158,0.5,1,Pending
708,Planning - Resource Allocation,2,25-03-2026,6,Planning,"487,192",167,Complete,4,317,0.4,1,Complete
51,Meeting - General Task,3,17-04-2025,2,Meeting,,151,Incomplete,2,0,0.2,1,Overdue
1900,Meeting - Retrospective,3,16-08-2025,5,Meeting,518,473,Incomplete,8,96,0.8,3,Pending
2397,Meeting - Retrospective,3,03-02-2026,6,Meeting,"799,1448",508,Incomplete,4,267,0.4,0,Pending
1830,Analysis - Performance Tuning,3,29-08-2025,8,Analysis,"1625,1425,871",452,Complete,1,109,0.1,0,Complete
632,Meeting - Client Call,1,01-04-2025,4,Meeting,,374,Incomplete,4,41,0.4,3,Overdue
4492,Review - Experiment Design,3,03-04-2025,3,Review,"1228,990,3371",185,Incomplete,5,39,0.5,0,Overdue
1711,Meeting - Retrospective,1,13-01-2026,1,Meeting,"1521,500",113,Complete,8,246,0.8,0,Complete
2691,Meeting - Team Sync,2,30-08-2025,6,Meeting,"861,1632",383,Complete,2,110,0.2,3,Complete
2522,Planning - Roadmap,3,25-08-2025,7,Planning,,376,Complete,1,105,0.1,3,Complete
2284,Review - Experiment Design,3,23-12-2025,3,Review,"1927,1890",509,Complete,1,225,0.1,0,Complete
3320,Analysis - Code Refactoring,3,22-11-2025,8,Analysis,,466,Incomplete,3,194,0.3,3,Pending
4912,Review - Research Paper,2,03-03-2026,1,Review,"455,544",202,Complete,7,295,0.7,2,Complete
409,Review - Research Paper,3,18-12-2025,7,Review,"55,403,206",390,Incomplete,8,220,0.8,0,Pending
890,Planning - Budget Report,3,17-07-2025,6,Planning,"699,132,231",451,Incomplete,1,66,0.1,1,Pending
675,Planning - Roadmap,1,22-06-2025,8,Planning,"175,333,73",548,Incomplete,10,41,1.0,1,Pending
1624,Analysis - Database Migration,3,11-10-2025,1,Analysis,,260,Incomplete,4,152,0.4,0,Pending
2134,Planning - Budget Report,2,06-09-2025,3,Planning,,205,Complete,4,117,0.4,0,Complete
2563,Meeting - Client Call,3,18-03-2026,3,Meeting,"935,801",537,Incomplete,1,310,0.1,1,Pending
1826,Analysis - Database Migration,3,20-12-2025,3,Analysis,208,386,Incomplete,2,222,0.2,3,Pending
2953,Planning - Budget Report,1,20-05-2025,7,Planning,,432,Incomplete,8,8,0.8,0,Pending
3827,Analysis - Code Refactoring,2,05-06-2025,2,Analysis,"3076,127,2405",172,Incomplete,9,24,0.9,1,Pending
2299,Meeting - Team Sync,2,01-10-2025,6,Meeting,"190,1389",395,Complete,6,142,0.6,1,Complete
4405,Meeting - Sprint Planning,1,21-04-2025,2,Meeting,2048,580,Incomplete,9,21,0.9,1,Overdue
1521,Meeting - Client Call,2,29-06-2025,8,Meeting,"621,505",325,Incomplete,3,48,0.3,3,Pending
3141,Planning - Progress Review,2,22-07-2025,6,Planning,48,153,Incomplete,9,71,0.9,2,Pending
1137,Review - Thesis Chapter,1,02-10-2025,8,Review,"480,1064,123",590,Incomplete,7,143,0.7,2,Pending
1133,Meeting - Team Sync,2,05-08-2025,2,Meeting,1048,389,Complete,1,85,0.1,0,Complete
336,Planning - Progress Review,2,21-05-2025,8,Planning,301,134,Incomplete,5,9,0.5,2,Pending
4466,Planning - Budget Report,3,04-11-2025,3,Planning,,528,Incomplete,3,176,0.3,3,Pending
3334,Analysis - Database Migration,3,12-02-2026,7,Analysis,,496,Incomplete,5,276,0.5,2,Pending
717,Planning - Progress Review,3,16-11-2025,3,Planning,"151,58,316",204,Complete,5,188,0.5,0,Complete
1528,Meeting - Team Sync,3,04-07-2025,4,Meeting,"736,1145",593,Incomplete,7,53,0.7,0,Pending
3161,Planning - Roadmap,2,12-11-2025,2,Planning,,570,Incomplete,6,184,0.6,2,Pending
2041,Review - Experiment Design,3,05-07-2025,3,Review,37,523,Incomplete,7,54,0.7,3,Pending
3410,Meeting - Sprint Planning,1,26-09-2025,3,Meeting,503,265,Incomplete,4,137,0.4,1,Pending
2926,Analysis - Performance Tuning,3,02-10-2025,7,Analysis,"2524,1482,286",394,Incomplete,5,143,0.5,2,Pending
4138,Analysis - Code Refactoring,1,09-07-2025,8,Analysis,"3131,1735,3813",142,Incomplete,4,58,0.4,2,Pending
2741,Analysis - Performance Tuning,3,14-03-2026,6,Analysis,,267,Incomplete,4,306,0.4,2,Pending
2052,Planning - Roadmap,3,22-12-2025,2,Planning,,411,Incomplete,8,224,0.8,0,Pending
3387,Meeting - Client Call,2,10-10-2025,8,Meeting,3230,503,Complete,6,151,0.6,2,Complete
1612,Meeting - Client Call,3,27-12-2025,1,Meeting,"1551,373",533,Incomplete,3,229,0.3,3,Pending
4992,Review - Experiment Design,1,20-04-2025,1,Review,,454,Incomplete,3,22,0.3,0,Overdue
246,Meeting - Team Sync,3,22-04-2025,8,Meeting,"242,47,88",287,Incomplete,3,20,0.3,0,Overdue
3982,Planning - Resource Allocation,2,14-03-2026,4,Planning,,319,Incomplete,2,306,0.2,1,Pending
4807,Review - Documentation,1,22-07-2025,1,Review,"1759,25,2520",355,Incomplete,9,71,0.9,2,Pending
1829,Analysis - API Optimization,3,09-07-2025,8,Analysis,"1188,942",525,Incomplete,7,58,0.7,2,Pending
2051,Planning - Roadmap,1,28-02-2026,4,Planning,1053,399,Incomplete,6,292,0.6,0,Pending
4161,Planning - Roadmap,3,01-10-2025,2,Planning,"1992,3318,355",383,Complete,3,142,0.3,3,Complete
3626,Review - Thesis Chapter,2,06-10-2025,4,Review,"1565,2278",171,Incomplete,9,147,0.9,2,Pending
1792,Review - Research Paper,3,31-07-2025,4,Review,40,375,Complete,1,80,0.1,0,Complete
1604,Analysis - Code Refactoring,3,11-05-2025,1,Analysis,,516,Incomplete,1,1,0.1,1,Overdue
4938,Meeting - Client Call,1,11-10-2025,1,Meeting,750,541,Incomplete,2,152,0.2,1,Pending
1802,Meeting - Retrospective,3,21-09-2025,3,Meeting,"261,920",196,Complete,9,132,0.9,3,Complete
564,Planning - Resource Allocation,3,19-02-2026,5,Planning,"225,310",174,Incomplete,4,283,0.4,2,Pending
3662,Meeting - Sprint Planning,3,08-09-2025,4,Meeting,"2612,459,1748",118,Incomplete,7,119,0.7,1,Pending
797,Analysis - API Optimization,3,19-03-2026,4,Analysis,"382,217",566,Incomplete,6,311,0.6,2,Pending
1288,Planning - Roadmap,1,07-10-2025,4,Planning,"361,1264",145,Incomplete,9,148,0.9,0,Pending
1339,Analysis - Performance Tuning,2,02-11-2025,3,Analysis,814,343,Incomplete,7,174,0.7,3,Pending
4608,Meeting - Retrospective,3,30-03-2026,1,Meeting,"691,365",558,Incomplete,9,322,0.9,2,Pending
3145,Analysis - API Optimization,1,16-09-2025,1,Analysis,303,134,Incomplete,9,127,0.9,2,Pending
1656,Planning - Roadmap,2,30-10-2025,7,Planning,1576,219,Complete,2,171,0.2,0,Complete
2908,Meeting - Team Sync,2,21-05-2025,2,Meeting,509,377,Incomplete,7,9,0.7,3,Pending
1365,Review - Thesis Chapter,2,30-03-2026,1,Review,,495,Complete,1,322,0.1,2,Complete
2784,Analysis - Database Migration,1,22-11-2025,7,Analysis,"1209,1071",443,Incomplete,6,194,0.6,2,Pending
874,Meeting - Sprint Planning,2,28-01-2026,1,Meeting,"281,43",575,Incomplete,2,261,0.2,1,Pending
1256,Planning - Progress Review,3,15-10-2025,3,Planning,"795,188,1000",333,Incomplete,9,156,0.9,1,Pending
4862,Analysis - Code Refactoring,1,22-02-2026,4,Analysis,,386,Incomplete,4,286,0.4,1,Pending
1917,Planning - Budget Report,1,05-12-2025,7,Planning,,210,Incomplete,7,207,0.7,2,Pending
1105,Meeting - Sprint Planning,3,21-12-2025,6,Meeting,"460,1089,767",556,Incomplete,8,223,0.8,3,Pending
3656,Analysis - Database Migration,1,31-01-2026,1,Analysis,"538,3352",258,Incomplete,9,264,0.9,0,Pending
4895,Planning - Budget Report,2,19-11-2025,1,Planning,,251,Incomplete,6,191,0.6,1,Pending
1928,Meeting - Sprint Planning,2,06-07-2025,4,Meeting,,393,Incomplete,1,55,0.1,3,Pending
4874,Analysis - Database Migration,3,31-05-2025,3,Analysis,,150,Complete,4,19,0.4,1,Complete
3883,Review - Thesis Chapter,1,24-11-2025,1,Review,"1159,2098",524,Complete,4,196,0.4,2,Complete
2370,Planning - Resource Allocation,3,26-04-2025,2,Planning,"504,124",143,Incomplete,2,16,0.2,0,Overdue
3703,Meeting - Sprint Planning,1,19-04-2025,1,Meeting,,220,Incomplete,6,23,0.6,3,Overdue
4012,Meeting - Team Sync,3,05-03-2026,5,Meeting,,398,Incomplete,7,297,0.7,0,Pending
1992,Meeting - Retrospective,1,15-06-2025,7,Meeting,,593,Incomplete,7,34,0.7,2,Pending
1557,Meeting - Sprint Planning,2,02-02-2026,2,Meeting,"704,1139,229",285,Complete,9,266,0.9,2,Complete
1244,Review - Thesis Chapter,3,11-07-2025,1,Review,973,290,Incomplete,8,60,0.8,2,Pending
2339,Analysis - Performance Tuning,3,26-01-2026,8,Analysis,"1493,262,977",532,Complete,7,259,0.7,2,Complete
147,Review - Experiment Design,1,24-11-2025,1,Review,,283,Complete,3,196,0.3,2,Complete
241,Planning - Resource Allocation,1,17-11-2025,4,Planning,"125,143,172",462,Incomplete,1,189,0.1,2,Pending
821,Analysis - Performance Tuning,1,30-05-2025,2,Analysis,783,507,Incomplete,9,18,0.9,3,Pending
3803,Planning - Roadmap,1,18-09-2025,1,Planning,"1877,3503,117",413,Incomplete,9,129,0.9,2,Pending
2053,Meeting - Sprint Planning,2,10-04-2025,4,Meeting,"640,1920,555",120,Incomplete,6,32,0.6,2,Overdue
3633,Analysis - Database Migration,1,22-11-2025,7,Analysis,"1386,1322",149,Incomplete,3,194,0.3,0,Pending
1202,Analysis - API Optimization,3,25-06-2025,1,Analysis,,182,Incomplete,5,44,0.5,0,Pending
228,Meeting - Sprint Planning,3,19-02-2026,3,Meeting,,476,Incomplete,6,283,0.6,0,Pending
1213,Meeting - Retrospective,3,11-11-2025,4,Meeting,"47,813,258",551,Incomplete,3,183,0.3,0,Pending
804,Review - Thesis Chapter,3,16-10-2025,8,Review,742,430,Complete,3,157,0.3,2,Complete
690,Analysis - Performance Tuning,3,16-02-2026,5,Analysis,,133,Complete,4,280,0.4,2,Complete
3375,Analysis - Code Refactoring,2,28-12-2025,1,Analysis,,145,Incomplete,1,230,0.1,0,Pending
481,Analysis - Code Refactoring,3,06-03-2026,7,Analysis,369,428,Complete,8,298,0.8,3,Complete
4928,Review - Experiment Design,1,05-02-2026,8,Review,"4202,3923",562,Incomplete,8,269,0.8,2,Pending
4583,Analysis - Performance Tuning,2,28-05-2025,6,Analysis,,540,Incomplete,3,16,0.3,2,Pending
1278,Meeting - Retrospective,2,21-06-2025,5,Meeting,,106,Incomplete,5,40,0.5,2,Pending
232,Meeting - Sprint Planning,3,04-08-2025,4,Meeting,,389,Complete,6,84,0.6,2,Complete
1101,Review - Thesis Chapter,1,06-04-2025,7,Review,,473,Incomplete,10,36,1.0,0,Overdue
3830,Planning - Budget Report,2,05-01-2026,1,Planning,,528,Incomplete,6,238,0.6,3,Pending
2591,Meeting - Retrospective,1,24-10-2025,2,Meeting,"1223,64",571,Incomplete,4,165,0.4,0,Pending
977,Meeting - Client Call,1,10-10-2025,8,Meeting,666,228,Incomplete,7,151,0.7,0,Pending
2888,Meeting - Client Call,3,28-08-2025,3,Meeting,"2476,2428",147,Complete,8,108,0.8,1,Complete
417,Planning - Budget Report,2,19-03-2026,6,Planning,"153,249,372",190,Incomplete,6,311,0.6,0,Pending
193,Meeting - Client Call,3,12-03-2026,2,Meeting,"75,30",416,Incomplete,6,304,0.6,3,Pending
4178,Meeting - Retrospective,2,25-03-2026,3,Meeting,"2234,588",499,Incomplete,2,317,0.2,0,Pending
2224,Review - Experiment Design,1,23-08-2025,3,Review,"1584,87,996",470,Incomplete,10,103,1.0,0,Pending
903,Planning - Progress Review,2,30-04-2025,7,Planning,"214,853",187,Incomplete,8,12,0.8,3,Overdue
1895,Analysis - Code Refactoring,2,15-11-2025,7,Analysis,,454,Incomplete,4,187,0.4,1,Pending
3407,Review - Experiment Design,2,02-12-2025,5,Review,2562,363,Complete,4,204,0.4,3,Complete
133,Analysis - Performance Tuning,3,25-08-2025,4,Analysis,"100,10",213,Incomplete,4,105,0.4,0,Pending
2236,Meeting - Sprint Planning,1,30-10-2025,3,Meeting,1600,426,Complete,5,171,0.5,1,Complete
2820,Meeting - Sprint Planning,2,25-05-2025,1,Meeting,"1804,2600,146",431,Incomplete,2,13,0.2,1,Pending
65,Analysis - Code Refactoring,1,28-04-2025,1,Analysis,,165,Complete,6,0,0.6,1,Overdue
902,Planning - Budget Report,3,10-12-2025,3,Planning,,311,Incomplete,9,212,0.9,0,Pending
4615,Meeting - Sprint Planning,3,24-01-2026,2,Meeting,,378,Complete,10,257,1.0,1,Complete
4478,Planning - Progress Review,2,19-04-2025,4,Planning,,497,Incomplete,2,23,0.2,1,Overdue
574,Review - Experiment Design,1,07-04-2025,2,Review,"227,426,516",514,Incomplete,10,35,1.0,0,Overdue
2528,Planning - Budget Report,3,14-09-2025,4,Planning,"1779,1619",480,Incomplete,8,125,0.8,3,Pending
3538,Planning - Progress Review,1,26-03-2026,3,Planning,"3198,2079,2665",568,Incomplete,8,318,0.8,3,Pending
1890,Meeting - Sprint Planning,3,19-02-2026,2,Meeting,"655,1579",287,Incomplete,4,283,0.4,3,Pending
2755,Analysis - Performance Tuning,3,18-07-2025,6,Analysis,75,127,Incomplete,1,67,0.1,2,Pending
2729,Analysis - Code Refactoring,1,31-07-2025,2,Analysis,,590,Incomplete,10,80,1.0,0,Pending
2081,Meeting - Sprint Planning,1,29-12-2025,7,Meeting,,252,Incomplete,8,231,0.8,0,Pending
1463,Analysis - Code Refactoring,3,29-06-2025,4,Analysis,"178,517,190",496,Complete,4,48,0.4,2,Complete
1232,Review - Experiment Design,1,20-06-2025,6,Review,"1100,1179",246,Incomplete,6,39,0.6,1,Pending
4586,Meeting - Sprint Planning,3,16-05-2025,1,Meeting,"831,3596,3959",184,Incomplete,8,4,0.8,1,Pending
1139,Planning - Roadmap,1,12-05-2025,2,Planning,"680,294",360,Incomplete,7,0,0.7,2,Pending
2114,Review - Experiment Design,3,15-11-2025,2,Review,,466,Incomplete,9,187,0.9,0,Pending
4209,Analysis - Database Migration,2,05-04-2025,2,Analysis,,188,Incomplete,2,37,0.2,0,Overdue
2045,Analysis - Database Migration,1,20-10-2025,4,Analysis,"690,1652",369,Complete,7,161,0.7,0,Complete
2803,Review - Documentation,1,27-01-2026,6,Review,,550,Incomplete,4,260,0.4,1,Pending
2467,Review - Research Paper,1,30-07-2025,4,Review,"678,608",589,Incomplete,1,79,0.1,0,Pending
1705,Analysis - API Optimization,2,14-02-2026,7,Analysis,"1226,1284",170,Incomplete,9,278,0.9,2,Pending
1685,Analysis - Code Refactoring,2,13-07-2025,3,Analysis,"1358,1000,84",497,Incomplete,1,62,0.1,2,Pending
431,Review - Research Paper,3,03-04-2025,3,Review,"313,132",133,Incomplete,5,39,0.5,1,Overdue
4770,Planning - Budget Report,3,16-04-2025,4,Planning,"151,2873,2606",105,Incomplete,5,26,0.5,0,Overdue
139,Review - Experiment Design,3,02-09-2025,6,Review,33,524,Complete,4,113,0.4,2,Complete
3989,Review - Thesis Chapter,1,05-10-2025,5,Review,1789,469,Incomplete,8,146,0.8,2,Pending
949,Review - Research Paper,2,12-06-2025,3,Review,"549,250",591,Incomplete,10,31,1.0,1,Pending
3640,Review - Experiment Design,2,08-10-2025,4,Review,"1756,2141",224,Incomplete,9,149,0.9,0,Pending
1787,Meeting - Retrospective,3,21-11-2025,1,Meeting,"721,1471",216,Incomplete,4,193,0.4,0,Pending
